article,category
Lettuce,"['Everyday_life', 'Food_and_agriculture']"
Lettuce,"['Science', 'Biology', 'Plants']"
Levee_failures_in_Greater_New_Orleans%2C_2005,"['Geography', 'Natural_Disasters']"
Levee_failures_in_Greater_New_Orleans%2C_2005,"['History', 'Recent_History']"
Lhasa,"['Geography', 'Geography_of_Asia']"
Liberal_Democrats,"['Citizenship', 'Politics_and_government']"
Liberal_democracy,"['Citizenship', 'Politics_and_government']"
Liberalism,"['Citizenship', 'Politics_and_government']"
Liberia,"['Geography', 'African_Geography', 'African_Countries']"
Liberia,['Countries']
Libertarianism,"['Citizenship', 'Politics_and_government']"
Library,"['Citizenship', 'Education']"
Library,"['Everyday_life', 'Recreation']"
Library_of_Alexandria,"['History', 'Ancient_History_Classical_History_and_Mythology']"
Library_of_Congress,"['Citizenship', 'Politics_and_government']"
Libreville,"['Geography', 'African_Geography']"
Libya,"['Geography', 'African_Geography', 'African_Countries']"
Libya,['Countries']
Liechtenstein,['Countries']
Liechtenstein,"['Geography', 'European_Geography', 'European_Countries']"
Life,"['Science', 'Biology', 'General_Biology']"
Light,"['Science', 'Physics', 'General_Physics']"
Lighthouse_of_Alexandria,"['History', 'Ancient_History_Classical_History_and_Mythology']"
Lighting_designer,"['Language_and_literature', 'Theatre']"
Lightning_rod,"['Design_and_Technology', 'Engineering']"
Lille,"['Geography', 'European_Geography']"
Lilongwe,"['Geography', 'African_Geography']"
Lima,"['Geography', 'Central_and_South_American_Geography']"
Limerick,"['Geography', 'European_Geography']"
Lincoln_%28automobile%29,"['Design_and_Technology', 'Road_transport']"
Lincoln_Town_Car,"['Design_and_Technology', 'Road_transport']"
Lindisfarne_Gospels,"['Religion', 'Religious_texts']"
Linear_algebra,['Mathematics']
Linguistics,"['Language_and_literature', 'Linguistics']"
Link_%28The_Legend_of_Zelda%29,"['Everyday_life', 'Computer_and_Video_games']"
Linnet,"['Science', 'Biology', 'Birds']"
Linus_Pauling,"['People', 'Chemists']"
Linus_Torvalds,"['People', 'Computing_People']"
Linux,"['IT', 'Software']"
Lion,"['Science', 'Biology', 'Mammals']"
Lipid,"['Science', 'Biology', 'Health_and_medicine']"
Liquid_crystal,"['Science', 'Chemistry', 'Materials_science']"
Lisbon,"['Geography', 'European_Geography']"
List_of_African_countries,"['Geography', 'African_Geography']"
List_of_Archbishops_of_Canterbury,"['Religion', 'Religious_movements_traditions_and_organizations']"
List_of_Asian_countries,"['Geography', 'Geography_of_Asia']"
List_of_Canadian_provinces_and_territories_by_area,"['Geography', 'North_American_Geography']"
List_of_European_Union_member_states_by_accession,"['Geography', 'European_Geography']"
List_of_European_Union_member_states_by_accession,"['History', 'Recent_History']"
List_of_European_countries,"['Geography', 'European_Geography']"
List_of_French_monarchs,"['People', 'Historical_figures']"
List_of_North_American_countries,"['Geography', 'North_American_Geography']"
List_of_Oceanian_countries,"['Geography', 'Geography_of_Oceania_Australasia']"
List_of_Prime_Ministers_of_the_United_Kingdom,"['History', 'British_History']"
List_of_South_American_countries,"['Geography', 'Central_and_South_American_Geography']"
List_of_Test_cricket_triple_centuries,"['Everyday_life', 'Sports']"
List_of_U.S._states_by_date_of_statehood,"['Geography', 'North_American_Geography']"
List_of_animal_welfare_groups,"['Citizenship', 'Animal_and_Human_Rights']"
List_of_areas_in_the_National_Park_System_of_the_United_States,"['Geography', 'North_American_Geography']"
List_of_circulating_currencies,"['Business_Studies', 'Currency']"
List_of_countries,"['Geography', 'General_Geography']"
List_of_countries_by_system_of_government,"['Citizenship', 'Politics_and_government']"
List_of_elements_by_name,"['Science', 'Chemistry', 'Chemical_elements']"
List_of_elements_by_name,"['Science', 'Chemistry', 'General_Chemistry']"
List_of_essential_oils,"['Everyday_life', 'Food_and_agriculture']"
List_of_lakes,"['Geography', 'General_Geography']"
List_of_members_of_the_Commonwealth_of_Nations_by_date_joined,"['History', 'British_History', 'British_History_Post_1900']"
List_of_members_of_the_Commonwealth_of_Nations_by_date_joined,"['History', 'Recent_History']"
List_of_minerals,"['Geography', 'Mineralogy']"
List_of_monarchs_in_the_British_Isles,"['People', 'Monarchs_of_Great_Britain']"
List_of_particles,"['Science', 'Physics', 'General_Physics']"
List_of_popes,"['People', 'Religious_figures_and_leaders']"
List_of_rivers_by_length,"['Geography', 'General_Geography']"
List_of_sovereign_states,"['Geography', 'General_Geography']"
List_of_universities_in_the_United_Kingdom,"['Citizenship', 'Education']"
List_of_vegetable_oils,"['Everyday_life', 'Food_and_agriculture']"
List_of_world%27s_largest_lakes,"['Geography', 'General_Geography']"
Literacy,"['Citizenship', 'Education']"
Literature,"['Language_and_literature', 'General_Literature']"
Lithium,"['Science', 'Chemistry', 'Chemical_elements']"
Lithium_aluminium_hydride,"['Science', 'Chemistry', 'Chemical_compounds']"
Lithuania,['Countries']
Lithuania,"['Geography', 'European_Geography', 'European_Countries']"
Little_Women,"['Language_and_literature', 'Novels']"
Liverpool,"['Geography', 'Geography_of_Great_Britain']"
Liverpool_F.C.,"['Everyday_life', 'Sports_teams']"
Liverpool_and_Manchester_Railway,"['Design_and_Technology', 'Railway_transport']"
Llandudno,"['Geography', 'Geography_of_Great_Britain']"
Llywelyn_the_Great,"['History', 'British_History', 'British_History_1500_and_before_including_Roman_Britain']"
Llywelyn_the_Great,"['People', 'Historical_figures']"
Local_community,"['Citizenship', 'Politics_and_government']"
Local_government_in_the_United_Kingdom,"['Citizenship', 'Politics_and_government']"
Loch,"['Geography', 'Geology_and_geophysics']"
Loch_Ness,"['Geography', 'Geography_of_Great_Britain']"
Logba_language,"['Language_and_literature', 'Languages']"
Logic,"['Religion', 'Philosophy']"
Logistics,"['Business_Studies', 'Business']"
Lom%C3%A9,"['Geography', 'African_Geography']"
London,"['Geography', 'Geography_of_Great_Britain']"
London_Bridge,"['Design_and_Technology', 'Architecture']"
London_Underground,"['Design_and_Technology', 'Railway_transport']"
London_Zoo,"['Geography', 'Geography_of_Great_Britain']"
London_sewerage_system,"['Design_and_Technology', 'Engineering']"
Lone_Wolf_%28gamebooks%29,"['Everyday_life', 'Computer_and_Video_games']"
Long-billed_Vulture,"['Science', 'Biology', 'Birds']"
Long-tailed_Tit,"['Science', 'Biology', 'Birds']"
Long_pepper,"['Everyday_life', 'Food_and_agriculture']"
Long_pepper,"['Science', 'Biology', 'Plants']"
Longship,"['Design_and_Technology', 'Air_and_Sea_transport']"
Longship,"['History', 'British_History', 'British_History_1500_and_before_including_Roman_Britain']"
Looney_Tunes,"['Everyday_life', 'Cartoons']"
Lope_de_Barrientos,"['People', 'Religious_figures_and_leaders']"
Lord%27s_Resistance_Army,"['Citizenship', 'Conflict_and_Peace']"
Lord_Voldemort,"['Everyday_life', 'Films']"
Los_Angeles%2C_California,"['Geography', 'North_American_Geography']"
Lost_%28TV_series%29,"['Everyday_life', 'Television']"
Lothal,"['History', 'Ancient_History_Classical_History_and_Mythology']"
Lottie_Dod,"['People', 'Sports_and_games_people']"
Louis_Armstrong,"['People', 'Performers_and_composers']"
Louis_Freeh,"['People', 'Political_People']"
Louis_Jordan,"['People', 'Performers_and_composers']"
Louis_Pasteur,"['People', 'Human_Scientists']"
Louis_XIV_of_France,"['People', 'Historical_figures']"
Louisville%2C_Kentucky,"['Geography', 'North_American_Geography']"
Lovage,"['Science', 'Biology', 'Plants']"
Love,"['Everyday_life', 'Everyday_life']"
Lucy%2C_Lady_Duff-Gordon,"['People', 'Artists']"
Ludwig_Wittgenstein,"['People', 'Philosophers']"
Ludwig_van_Beethoven,"['People', 'Performers_and_composers']"
Luftwaffe,"['History', 'World_War_II']"
Luminiferous_aether,"['Science', 'Physics', 'Space_Astronomy']"
Lunar_eclipse,"['Science', 'Physics', 'Space_Astronomy']"
Lung_cancer,"['Science', 'Biology', 'Health_and_medicine']"
Lusaka,"['Geography', 'African_Geography']"
Lutetium,"['Science', 'Chemistry', 'Chemical_elements']"
Luxembourg,['Countries']
Luxembourg,"['Geography', 'European_Geography', 'European_Countries']"
Luxembourg_%28city%29,"['Geography', 'European_Geography']"
Lyme_disease,"['Science', 'Biology', 'Health_and_medicine']"
Lyndon_B._Johnson,"['People', 'USA_Presidents']"
Lynton_and_Barnstaple_Railway,"['Design_and_Technology', 'Railway_transport']"
Lyon,"['Geography', 'European_Geography']"
M%2AA%2AS%2AH_%28TV_series%29,"['Everyday_life', 'Television']"
M-10001,"['Design_and_Technology', 'Railway_transport']"
M-10003-6,"['Design_and_Technology', 'Railway_transport']"
M1_motorway,"['Geography', 'Geography_of_Great_Britain']"
M1_motorway,"['Design_and_Technology', 'Road_transport']"
M25_motorway,"['Geography', 'Geography_of_Great_Britain']"
M25_motorway,"['Design_and_Technology', 'Road_transport']"
M6_motorway,"['Geography', 'Geography_of_Great_Britain']"
M6_motorway,"['Design_and_Technology', 'Road_transport']"
MINI_%28BMW%29,"['Design_and_Technology', 'Road_transport']"
Macau,"['Geography', 'Geography_of_Asia']"
Macbeth,"['Language_and_literature', 'Theatre']"
Macbeth_of_Scotland,"['People', 'Monarchs_of_Great_Britain']"
Macedon,"['History', 'Ancient_History_Classical_History_and_Mythology']"
Macedon,"['Geography', 'European_Geography']"
Machu_Picchu,"['History', 'Ancient_History_Classical_History_and_Mythology']"
Machu_Picchu,"['Geography', 'Central_and_South_American_Geography']"
Macintosh,"['IT', 'Computing_hardware_and_infrastructure']"
Mackenzie_River,"['Geography', 'North_American_Geography']"
Madagascar,"['Geography', 'African_Geography', 'African_Countries']"
Madagascar,['Countries']
Madama_Butterfly,"['Language_and_literature', 'Poetry_and_Opera']"
Madrid,"['Geography', 'European_Geography']"
Magdalena_Abakanowicz,"['Art', 'Artists']"
Magellanic_Penguin,"['Science', 'Biology', 'Birds']"
Maghreb,"['Geography', 'African_Geography']"
Maghreb,"['Geography', 'Geography_of_the_Middle_East']"
Magic__The_Gathering,"['Everyday_life', 'Games']"
Maglev_train,"['Design_and_Technology', 'Railway_transport']"
Magma,"['Geography', 'Geology_and_geophysics']"
Magna_Carta,"['History', 'British_History', 'British_History_1500_and_before_including_Roman_Britain']"
Magnesium,"['Science', 'Chemistry', 'Chemical_elements']"
Magnet,"['Science', 'Physics', 'Electricity_and_Electronics']"
Magnetism,"['Science', 'Physics', 'Electricity_and_Electronics']"
Magpie,"['Science', 'Biology', 'Birds']"
Mahabharata,"['History', 'Ancient_History_Classical_History_and_Mythology']"
Mahatma_Gandhi,"['People', 'Political_People']"
Mahjong,"['Everyday_life', 'Games']"
Mahmoud_Abbas,"['People', 'Political_People']"
Maiasaura,"['Science', 'Biology', 'Dinosaurs']"
Maize,"['Science', 'Biology', 'Plants']"
Makuria,"['History', 'General_history']"
Malaria,"['Science', 'Biology', 'Health_and_medicine']"
Malaspina_Glacier,"['Geography', 'North_American_Geography']"
Malawi,"['Geography', 'African_Geography', 'African_Countries']"
Malawi,['Countries']
Malaysia,"['Geography', 'Geography_of_Asia', 'Asian_Countries']"
Malaysia,['Countries']
Malcolm_III_of_Scotland,"['History', 'British_History', 'British_History_1500_and_before_including_Roman_Britain']"
Malcolm_II_of_Scotland,"['History', 'British_History', 'British_History_1500_and_before_including_Roman_Britain']"
Malcolm_X,"['People', 'Religious_figures_and_leaders']"
Maldives,"['Geography', 'Geography_of_Asia', 'Asian_Countries']"
Maldives,['Countries']
Mali,"['Geography', 'African_Geography', 'African_Countries']"
Mali,['Countries']
Mallard,"['Science', 'Biology', 'Birds']"
Malta,['Countries']
Malta,"['Geography', 'European_Geography', 'European_Countries']"
Malwa_%28Madhya_Pradesh%29,"['Geography', 'Geography_of_Asia']"
Mamenchisaurus,"['Science', 'Biology', 'Dinosaurs']"
Mammal,"['Science', 'Biology', 'Mammals']"
Mammoth,"['Science', 'Biology', 'Dinosaurs']"
Mammoth_Cave_National_Park,"['Geography', 'North_American_Geography']"
Mancala,"['Everyday_life', 'Games']"
Manchester,"['Geography', 'Geography_of_Great_Britain']"
Manchester_United_F.C.,"['Everyday_life', 'Sports_teams']"
Mandan,"['Geography', 'Peoples']"
Manganese,"['Science', 'Chemistry', 'Chemical_elements']"
Mango,"['Everyday_life', 'Food_and_agriculture']"
Mango,"['Science', 'Biology', 'Plants']"
Manifest_Destiny,"['History', 'North_American_History']"
Manifold,['Mathematics']
Manila,"['Geography', 'Geography_of_Asia']"
Manorialism,"['History', 'British_History', 'British_History_1500_and_before_including_Roman_Britain']"
Manuel_I_Komnenos,"['People', 'Historical_figures']"
Manufacturing,"['Business_Studies', 'Business']"
Mao_Zedong,"['People', 'Political_People']"
Map_projection,"['Geography', 'General_Geography']"
Maputo,"['Geography', 'African_Geography']"
Marc_Pugh,"['People', 'Sports_and_games_people']"
Marcel_Lefebvre,"['People', 'Religious_figures_and_leaders']"
Marcel_Proust,"['People', 'Writers_and_critics']"
Marco_Polo,"['People', 'Geographers_and_explorers']"
Marcus_Allen,"['People', 'Sports_and_games_people']"
Margaret_Sanger,"['People', 'Political_People']"
Margaret_Thatcher,"['People', 'Political_People']"
Margate,"['Geography', 'Geography_of_Great_Britain']"
Margin_of_error,['Mathematics']
Marginated_Tortoise,"['Science', 'Biology', 'Insects_Reptiles_and_Fish']"
Marie_Curie,"['People', 'Chemists']"
Mario,"['Everyday_life', 'Computer_and_Video_games']"
Marjoram,"['Everyday_life', 'Food_and_agriculture']"
Marjoram,"['Science', 'Biology', 'Plants']"
Mark_Antony,"['People', 'Historical_figures']"
Mark_Twain,"['People', 'Writers_and_critics']"
Mark_Twain_House,"['Design_and_Technology', 'Architecture']"
Mark_Webber,"['People', 'Sports_and_games_people']"
Market,"['Business_Studies', 'Business']"
Markup_language,"['IT', 'Computer_Programming']"
Mars,"['Science', 'Physics', 'The_Planets']"
Mars_Exploration_Rover,"['Science', 'Physics', 'Space_transport']"
Mars_Reconnaissance_Orbiter,"['Science', 'Physics', 'Space_transport']"
Marseille,"['Geography', 'European_Geography']"
Marshall_Islands,"['Geography', 'Geography_of_Oceania_Australasia']"
Marshall_Plan,"['History', 'Recent_History']"
Marshall_Plan,"['History', 'World_War_II']"
Martello_tower,"['History', 'British_History', 'British_History_17501900']"
Martin_Luther,"['People', 'Religious_figures_and_leaders']"
Martin_Luther_King%2C_Jr.,"['People', 'Political_People']"
Martin_Van_Buren,"['People', 'USA_Presidents']"
Martina_Navratilova,"['People', 'Sports_and_games_people']"
Martinique,"['Geography', 'Central_and_South_American_Geography', 'Central_and_South_American_Countries']"
Martinique,['Countries']
Marvin_Gaye,"['People', 'Performers_and_composers']"
Marxism,"['Citizenship', 'Politics_and_government']"
Mary_II_of_England,"['History', 'British_History', 'British_History_15001750']"
Mary_II_of_England,"['People', 'Monarchs_of_Great_Britain']"
Mary_I_of_England,"['History', 'British_History', 'British_History_15001750']"
Mary_I_of_England,"['People', 'Monarchs_of_Great_Britain']"
Mary_I_of_Scotland,"['History', 'British_History', 'British_History_15001750']"
Mary_I_of_Scotland,"['People', 'Monarchs_of_Great_Britain']"
Mary_Kingsley,"['People', 'Writers_and_critics']"
Mary_Seacole,"['History', 'British_History', 'British_History_17501900']"
Mary_Somerville,"['People', 'Writers_and_critics']"
Maseru,"['Geography', 'African_Geography']"
Mass_Rapid_Transit_%28Singapore%29,"['Design_and_Technology', 'Railway_transport']"
Mass_media,"['Citizenship', 'Media']"
Mass_media,"['Everyday_life', 'Television']"
Massospondylus,"['Science', 'Biology', 'Dinosaurs']"
Material_properties_of_diamond,"['Science', 'Chemistry', 'Chemical_compounds']"
Mathematical_analysis,['Mathematics']
Mathematics,['Mathematics']
Matilda_of_Boulogne,"['History', 'British_History', 'British_History_1500_and_before_including_Roman_Britain']"
Matrix_%28mathematics%29,['Mathematics']
Matsuo_Bash%C5%8D,"['People', 'Writers_and_critics']"
Matter,"['Science', 'Physics', 'General_Physics']"
Matthew_Brettingham,"['People', 'Artists']"
Mauna_Loa,"['Geography', 'Geology_and_geophysics']"
Mauna_Loa,"['Geography', 'North_American_Geography']"
Mauritania,"['Geography', 'African_Geography', 'African_Countries']"
Mauritania,['Countries']
Mauritius,"['Geography', 'African_Geography', 'African_Countries']"
Mauritius,['Countries']
Mausoleum_of_Maussollos,"['History', 'Ancient_History_Classical_History_and_Mythology']"
Mauthausen-Gusen_concentration_camp,"['History', 'Military_History_and_War']"
Mauthausen-Gusen_concentration_camp,"['History', 'World_War_II']"
Max_Planck,"['People', 'Astronomers_and_physicists']"
Max_Weber,"['People', 'Human_Scientists']"
Maxwell%27s_equations,"['Science', 'Physics', 'Electricity_and_Electronics']"
Maya_civilization,"['History', 'Ancient_History_Classical_History_and_Mythology']"
Maya_mythology,"['Religion', 'Myths']"
Mayotte,"['Geography', 'African_Geography', 'African_Countries']"
Mbabane,"['Geography', 'African_Geography']"
McFly_%28band%29,"['Music', 'Performers_and_composers']"
Meander,"['Geography', 'Geology_and_geophysics']"
Measles,"['Science', 'Biology', 'Health_and_medicine']"
Measurement,['Mathematics']
Meat,"['Everyday_life', 'Food_and_agriculture']"
Mecca,"['Religion', 'Religious_movements_traditions_and_organizations']"
Mechanical_work,"['Science', 'Physics', 'General_Physics']"
Medal_of_Honor,"['History', 'Military_History_and_War']"
Medicine,"['Science', 'Biology', 'Health_and_medicine']"
Medieval_commune,"['History', 'British_History', 'British_History_1500_and_before_including_Roman_Britain']"
Medieval_literature,"['History', 'British_History', 'British_History_1500_and_before_including_Roman_Britain']"
